tenid,region,longitude,latitude
E  5902390 ,Mid West,117.26388835750652,-29.369444290523365
E  5204387 ,Mid West,118.28336051348616,-24.07110324401651
E  5204389 ,Gascoyne,117.44166676951409,-24.97500210807785
E  5204390 ,Mid West,119.9265211220744,-24.000758663475885
E  5204391 ,Mid West,117.76175193512593,-24.028992030863208
E  5204393 ,Mid West,118.40333706730708,-24.478337189766066
E  5204394 ,Mid West,119.77871880590126,-25.35093023765803
E  5204395 ,Mid West,119.14324583110383,-25.663051091519865
E  5204416 ,Mid West,118.59172302188455,-25.431489098308916
E  5902501 ,Mid West,117.25833343973322,-29.183333523155294
E  5204396 ,Mid West,119.2650145141277,-25.567222715760114
E  5204397 ,Mid West,119.2650145141277,-25.567222715760114
E  5204398 ,Mid West,119.14324583110383,-25.663051091519865
E  5204399 ,Mid West,119.5731536968874,-25.165738911963274
E  5204400 ,Mid West,118.56791427643584,-25.48421321085258
E  5204401 ,Mid West,119.85722756690953,-23.98000348953304
E  5204402 ,Mid West,119.9548634093613,-23.86389174361213
E  5204403 ,Mid West,119.72685359174747,-24.221295719744944
E  5204404 ,Mid West,117.84634841491696,-23.922386822018456
E  5902989 ,Mid West,117.85000003049691,-28.89166700091252
E  5204405 ,Mid West,119.66302875485898,-24.206588771657668
E  5204406 ,Mid West,118.07903726676346,-24.92860216876616
E  5204408 ,Mid West,118.64643092824313,-25.817857871240307
E  5204410 ,Mid West,118.44999858116375,-24.241665338951567
E  5204411 ,Mid West,118.2783334597167,-24.258536217063284
E  5204413 ,Mid West,118.70277226533968,-24.40154072434415
E  5204414 ,Mid West,118.78000264319269,-25.608333976458134
M  0800128 ,Pilbara,116.12256556187636,-21.144107498730868
E  5204417 ,Mid West,120.45214862236662,-23.80790867012972
E  5204418 ,Gascoyne,117.26666623436459,-25.083332769356666
E  5204419 ,Mid West,117.69596029676258,-24.634683414909375
E  5204420 ,Goldfields-Esperance,120.15000147036227,-25.200001077084465
E  5204425 ,Mid West,118.85000042768857,-23.96944480880421
E  5204426 ,Mid West,118.87433385002801,-23.87433149838674
E  5204427 ,Gascoyne,117.30955475225204,-25.206336483310793
E  5204428 ,Gascoyne,116.94166432780365,-25.28333088105206
E  5204429 ,Gascoyne,116.88560687871711,-25.14318122843645
E  5204430 ,Gascoyne,117.54469579306607,-25.018940269010777
E  5204431 ,Mid West,117.81428506399646,-24.94880583423044
E  5204432 ,Mid West,117.76063413674488,-24.996848246510446
E  5204433 ,Mid West,119.39957446894019,-24.764068566927957
E  5204434 ,Mid West,119.52916389387896,-24.712500049457258
E  5204435 ,Mid West,118.96512896633071,-24.97993629685583
P  4702024 ,Pilbara,116.89444036589198,-20.916825038196993
E  5204436 ,Mid West,119.18740194474638,-24.04612034421507
E  5204446 ,Mid West,119.61388911022064,-24.369444166281383
G  4500273 ,Pilbara,119.14119626830283,-20.3306175218064
E  5204437 ,Mid West,118.77374222606747,-24.832992398135296
E  5204438 ,Mid West,119.17045505221189,-25.543180535870572
E  5204439 ,Mid West,118.796384590976,-24.3809585617701
E  5204440 ,Mid West,118.62497292009945,-25.395877227128025
E  5204441 ,Mid West,120.08333347618907,-23.924999203610067
E  5204442 ,Mid West,117.79999862974303,-24.494442444993656
E  5204443 ,Mid West,118.58764341891536,-24.706038958148273
E  5204444 ,Mid West,119.73295915912493,-24.89083923557606
E  5204445 ,Mid West,120.1855027224517,-23.662043294182045
E  5204448 ,Gascoyne,117.03228997093781,-25.49687499645058
E  5204449 ,Mid West,119.83594249028023,-24.832201180704576
E  5204450 ,Mid West,119.80696042968474,-25.0520878995978
E  5204451 ,Mid West,119.64693333658596,-25.090350883909657
E  5204452 ,Mid West,119.70402852643242,-24.898458124845597
E  5204453 ,Mid West,118.73706599763305,-25.726424068441275
E  5204454 ,Mid West,119.87777901216614,-25.08888854957645
E  5204455 ,Gascoyne,117.38333324111142,-25.04166694860445
E  5204456 ,Mid West,118.63174281247441,-25.35265734117032
E  5204457 ,Mid West,119.50833340967047,-25.60833321495815
E  5204458 ,Mid West,120.62738228714619,-23.596428052995616
E  5204459 ,Mid West,118.4600503406483,-25.730978445428505
E  5204460 ,Mid West,119.96602291348171,-24.980772268092046
E  5204461 ,Mid West,118.41619225379162,-23.741172432212995
E  5204462 ,Mid West,118.33511598902575,-23.86845525388763
E  5204463 ,Mid West,119.600001585651,-25.650000042556186
E  5204464 ,Mid West,117.8983338257356,-23.89499926162192
E  5204465 ,Pilbara,119.55833414247653,-23.325000697169692
E  5204466 ,Mid West,117.96833330656175,-25.689998633519142
E  5204467 ,Pilbara,119.57500051870367,-23.39166676806821
E  5204468 ,Goldfields-Esperance,120.08056423693166,-24.951852274490474
E  5204470 ,Mid West,119.80119330795674,-25.177379916886295
E  5204471 ,Mid West,119.69404896379612,-25.196427999754853
E  5204472 ,Mid West,119.48013278022513,-25.37243486042968
E  5204473 ,Mid West,118.23567057703532,-23.4236677651445
E  5204474 ,Mid West,119.15833484237535,-25.59999965736402
E  5204475 ,Mid West,118.95303412762087,-23.385985809838026
E  5204476 ,Mid West,117.97381150010382,-23.36786066102191
E  5204477 ,Mid West,119.07381198404241,-25.515478984629638
E  5204478 ,Mid West,119.00666760989938,-25.598332462828797
P  4702028 ,Pilbara,117.13400013833655,-20.790998611066268
E  5204479 ,Mid West,119.80403293955506,-25.515106748454013
E  5301060 ,Goldfields-Esperance,121.09999803841649,-27.124997012013534
E  5301061 ,Goldfields-Esperance,121.41666616986137,-26.874994676677346
E  5301106 ,Goldfields-Esperance,121.42263881924232,-26.904732924350082
E  5301167 ,Goldfields-Esperance,120.45311591389162,-27.097528866149958
E  5301209 ,Goldfields-Esperance,121.52708703162442,-26.703812104166495
E  5301210 ,Goldfields-Esperance,121.10314237716244,-27.24481132820079
E  5301211 ,Goldfields-Esperance,121.0076227827762,-27.079137197825464
P  4702029 ,Pilbara,118.2874896463161,-20.863420932493362
E  5301218 ,Goldfields-Esperance,121.50702121966845,-26.915722970340244
E  5301243 ,Goldfields-Esperance,120.35416442202373,-26.933602590207485
E  5301603 ,Goldfields-Esperance,120.34833310013815,-26.644999103191946
E  5301299 ,Goldfields-Esperance,121.54259241567419,-26.59071550995333
E  5301304 ,Goldfields-Esperance,120.94999984440109,-26.36666382572398
E  5301317 ,Goldfields-Esperance,120.43697317384141,-26.91370265622598
E  5301318 ,Goldfields-Esperance,121.53453876860944,-26.7939036819336
E  5301319 ,Goldfields-Esperance,121.49521706531841,-26.836297488064044
E  5301369 ,Goldfields-Esperance,120.76499953687083,-26.911665553601384
E  5301373 ,Goldfields-Esperance,121.02781906133774,-27.21069182259428
E  5301377 ,Goldfields-Esperance,121.33500057181637,-27.161665194515603
E  5301380 ,Goldfields-Esperance,121.3967909879963,-27.295509679134437
E  5301391 ,Goldfields-Esperance,120.50201473144733,-26.153727304237496
E  5302208 ,Goldfields-Esperance,120.5083334019905,-26.391664808538877
E  5301392 ,Goldfields-Esperance,120.55388003902459,-26.24905013080264
E  5301405 ,Goldfields-Esperance,120.95841234403392,-26.924907683897967
E  5301407 ,Goldfields-Esperance,121.32291857807286,-27.093747371053393
E  5301430 ,Goldfields-Esperance,120.90544924191269,-26.92554083308129
E  5301466 ,Goldfields-Esperance,120.77831630014057,-26.08498401694593
E  5301471 ,Goldfields-Esperance,120.75074688037463,-26.0704489156748
E  5301472 ,Goldfields-Esperance,120.94023132999362,-26.930748939306397
E  5301482 ,Goldfields-Esperance,121.35378353832934,-27.140893431286116
E  5301546 ,Goldfields-Esperance,120.95903209473941,-26.616665882770306
E  5301547 ,Goldfields-Esperance,120.71999596090247,-26.03500100917322
E  5301548 ,Goldfields-Esperance,120.85206594058194,-26.200681503637192
E  5301611 ,Goldfields-Esperance,121.35000132707617,-27.23833087448866
E  5301612 ,Goldfields-Esperance,120.80000000812313,-26.916663287682695
E  5301631 ,Goldfields-Esperance,120.68475957699708,-26.39673671015831
E  5301637 ,Goldfields-Esperance,121.52500188278843,-26.758333016776078
E  5301645 ,Goldfields-Esperance,120.18830347873947,-26.6029271376301
E  5301716 ,Goldfields-Esperance,121.55833326283462,-26.79166658267794
E  5301725 ,Goldfields-Esperance,119.38904697508532,-27.1346895105901
E  5301726 ,Goldfields-Esperance,120.9291573131335,-26.384356632116603
E  5301729 ,Goldfields-Esperance,120.95382094521902,-27.079194670556323
E  5301816 ,Goldfields-Esperance,120.78749957489006,-26.954166937387544
E  5701147 ,Goldfields-Esperance,119.44583084430742,-27.229164343413494
E  5301736 ,Goldfields-Esperance,120.88442441870346,-26.59716825523349
E  5301742 ,Goldfields-Esperance,120.9756411006514,-27.075784029789265
E  5301759 ,Goldfields-Esperance,121.00499653172739,-27.04665957083821
E  5301788 ,Goldfields-Esperance,121.44352163485559,-26.92870074154635
E  5301791 ,Goldfields-Esperance,120.1033013293462,-26.78149111898574
E  5301794 ,Goldfields-Esperance,120.12047306428366,-26.57446996254748
E  5301802 ,Goldfields-Esperance,121.61666131503345,-26.92499634811095
E  5301803 ,Goldfields-Esperance,120.20698751533095,-26.531571305356664
E  5301830 ,Goldfields-Esperance,120.83600485640828,-26.661842931497958
E  5301832 ,Goldfields-Esperance,119.3166655941268,-27.066665472001155
E  5301835 ,Goldfields-Esperance,120.94372883866893,-26.557007846273024
E  5301836 ,Goldfields-Esperance,121.38425963164745,-26.878699568679878
P  4702030 ,Pilbara,118.28384286410355,-20.862362461573834
E  5301843 ,Goldfields-Esperance,120.90815602914073,-26.952646838416438
E  5301847 ,Goldfields-Esperance,120.8452384893123,-26.933948741136582
E  5301852 ,Goldfields-Esperance,120.15000016889553,-26.716666313116963
E  5301853 ,Goldfields-Esperance,120.26198771576131,-26.83209079946323
P  4702033 ,Pilbara,116.8686669513096,-21.093075975000616
E  5301855 ,Goldfields-Esperance,120.9916793849134,-27.121995435681683
E  5301938 ,Goldfields-Esperance,120.75833355742627,-26.4249989273835
E  5301856 ,Goldfields-Esperance,120.54995637913791,-26.45471053407235
E  5301858 ,Goldfields-Esperance,121.08890952881448,-27.28724481308336
E  5301859 ,Goldfields-Esperance,120.80047337310621,-26.75833205362773
E  5301862 ,Goldfields-Esperance,120.30169867691707,-26.754446589597173
E  5301863 ,Goldfields-Esperance,120.26261668631192,-26.775916111984678
E  5301864 ,Goldfields-Esperance,120.11096073457504,-26.64564485442617
E  5301867 ,Goldfields-Esperance,120.9749999971211,-27.13333250969856
P  4702034 ,Pilbara,116.93686089678842,-21.003034537037667
E  5301872 ,Goldfields-Esperance,120.74371798243756,-26.539945899373294
E  5301874 ,Goldfields-Esperance,121.04166652195907,-26.883330166818123
E  5301939 ,Goldfields-Esperance,120.92499994446997,-26.6083331728367
E  5301878 ,Goldfields-Esperance,120.46136202019375,-26.88829930242473
E  5301879 ,Goldfields-Esperance,119.41944485195428,-26.852776734349874
E  5301880 ,Goldfields-Esperance,121.35416756241212,-27.279164689318787
E  5301882 ,Goldfields-Esperance,120.73492340017255,-26.80605507248304
P  4702035 ,Pilbara,116.99910463853294,-20.740749562309457
E  5301884 ,Goldfields-Esperance,121.52499991114352,-26.774999930945135
E  5301885 ,Goldfields-Esperance,121.52499994778336,-26.808333303510476
E  5301886 ,Goldfields-Esperance,121.5416666346035,-26.82499998756404
E  5301890 ,Goldfields-Esperance,121.06224631574965,-26.993104078109546
E  5301893 ,Goldfields-Esperance,121.5059531652401,-26.505944328624107
E  5701154 ,Mid West,119.39166571898603,-27.57499936867507
E  5301897 ,Goldfields-Esperance,120.52775496465665,-26.907123710097448
E  5301908 ,Goldfields-Esperance,120.15546053695881,-26.338213312998576
E  5301909 ,Goldfields-Esperance,121.13611202242667,-27.22778232213554
E  5301912 ,Goldfields-Esperance,120.11666685785916,-26.775000222074056
E  5301918 ,Goldfields-Esperance,121.40832912313584,-27.25833017682493
E  5301920 ,Goldfields-Esperance,119.26743051946185,-27.036023623129296
E  5301922 ,Goldfields-Esperance,120.78657028489997,-26.48575506946108
E  5301923 ,Goldfields-Esperance,120.48589695325124,-26.255418186798767
E  5301924 ,Goldfields-Esperance,120.71499144327926,-26.07666709344274
E  5301929 ,Goldfields-Esperance,121.10000021453597,-27.099999427673595
G  4500275 ,Pilbara,119.41470103123156,-22.253855641058383
E  5301944 ,Goldfields-Esperance,121.30048394589815,-27.220080218421025
E  5301946 ,Goldfields-Esperance,119.4291665621116,-26.84999584084008
E  5301949 ,Goldfields-Esperance,120.72352355182409,-26.988257908925195
E  5301950 ,Goldfields-Esperance,121.70777619235348,-27.09218458726173
E  5301953 ,Goldfields-Esperance,120.50932151600092,-27.05457194951454
E  5301954 ,Goldfields-Esperance,120.9584364651719,-26.69782736085065
E  5301971 ,Goldfields-Esperance,120.88055244281314,-26.28472341871157
E  5301955 ,Goldfields-Esperance,119.38201910753199,-27.02861570851369
E  5301957 ,Goldfields-Esperance,121.49166551938038,-26.633320647502575
E  5301958 ,Goldfields-Esperance,121.59166652803567,-26.574999888300134
E  5301959 ,Goldfields-Esperance,121.57499982324309,-26.616665962202145
E  5301961 ,Goldfields-Esperance,121.56785560334612,-26.520234888368595
E  5301962 ,Goldfields-Esperance,120.95666438708867,-26.414910397952923
E  5301963 ,Goldfields-Esperance,120.79381309556109,-26.822618208209363
E  5301965 ,Goldfields-Esperance,119.42023896132652,-26.789283998970898
E  5301967 ,Goldfields-Esperance,120.2638886301531,-26.802777608664524
E  5301970 ,Goldfields-Esperance,120.91893801794373,-26.461359013214857
E  5302031 ,Goldfields-Esperance,119.94907412205404,-26.854626489234327
E  5301976 ,Goldfields-Esperance,120.84375412305161,-26.418749415291796
E  5301977 ,Goldfields-Esperance,120.83782372501841,-26.344866879112946
E  5301989 ,Goldfields-Esperance,120.89904284493657,-26.81701805769108
E  5301996 ,Goldfields-Esperance,120.94333707281419,-26.87402082252729
P  4702037 ,Pilbara,116.77494561460338,-20.830849114891773
E  5302002 ,Goldfields-Esperance,121.62615349004959,-26.52441587572598
E  5302017 ,Goldfields-Esperance,120.5791593411443,-26.97499544375575
E  5302018 ,Goldfields-Esperance,121.52499995484033,-26.84166663615749
E  5302023 ,Goldfields-Esperance,121.0027913238979,-26.817225719893326
E  5302026 ,Goldfields-Esperance,120.64166799450655,-26.93333470920596
E  5302027 ,Goldfields-Esperance,119.89999971670562,-26.741662130445004
E  5302030 ,Goldfields-Esperance,120.97054278532454,-26.80016129440045
G  4500330 ,Pilbara,118.76443925573534,-20.56620552236205
E  5302048 ,Goldfields-Esperance,120.09891252166575,-26.718472961163783
E  5302050 ,Goldfields-Esperance,120.18333245904348,-26.75833312430994
E  5302052 ,Goldfields-Esperance,121.46730766034491,-26.662170975759828
E  5302053 ,Goldfields-Esperance,120.0583331580576,-26.699997020081245
E  5302054 ,Goldfields-Esperance,120.09722180644327,-26.786110845096317
E  5302055 ,Goldfields-Esperance,120.3113610893494,-26.85833285529345
E  5302056 ,Goldfields-Esperance,119.93724758958417,-26.972857631032152
E  5302057 ,Goldfields-Esperance,120.48102011728501,-26.791697436416186
E  5302059 ,Goldfields-Esperance,120.49166685182367,-26.975000051450273
E  5302060 ,Goldfields-Esperance,120.51666701043239,-26.991666970485376
E  5302063 ,Goldfields-Esperance,121.56166624198282,-26.441663621351502
E  5302074 ,Goldfields-Esperance,120.04807320740063,-26.785240051803413
E  5302075 ,Goldfields-Esperance,121.52023625118079,-26.434519519534202
E  5302076 ,Goldfields-Esperance,120.21191019926458,-26.70796276285082
E  5302078 ,Goldfields-Esperance,120.7179656434812,-26.63796846814415
E  5302079 ,Goldfields-Esperance,120.62506257838417,-26.509233778187937
E  5302080 ,Goldfields-Esperance,119.49166516278338,-27.1416658195081
E  5302085 ,Goldfields-Esperance,120.96667389944382,-26.825001119577184
P  4702038 ,Pilbara,116.91733946511077,-21.01407868586221
E  5302090 ,Goldfields-Esperance,121.55388834497569,-26.902775449498797
E  5302095 ,Goldfields-Esperance,121.56785736897628,-26.6702343375729
E  5302099 ,Goldfields-Esperance,119.35118677326909,-27.12499719698881
G  4701231 ,Pilbara,117.78558651175891,-20.77914274834819
E  5302100 ,Goldfields-Esperance,119.38290827832986,-26.935697250964438
E  5302101 ,Goldfields-Esperance,121.45091162582766,-26.41349027908578
P  4702039 ,Pilbara,116.92409738148488,-21.010474106334684
E  5302102 ,Goldfields-Esperance,121.46219087964263,-26.773709570990572
E  5302108 ,Goldfields-Esperance,119.50105329869412,-27.12768440300842
E  5302109 ,Goldfields-Esperance,120.89722022187942,-26.374994049388395
E  5302112 ,Goldfields-Esperance,120.97500067191962,-26.841667267934294
E  5302113 ,Goldfields-Esperance,121.0072958399268,-26.92394893372813
E  5302114 ,Goldfields-Esperance,121.02500007487298,-27.074999806224056
E  5302115 ,Goldfields-Esperance,121.05833092066342,-27.216683443467343
E  5302116 ,Goldfields-Esperance,121.07499991699744,-27.249999163433422
E  5302120 ,Goldfields-Esperance,121.45000065443645,-26.408332829479992
E  5302121 ,Goldfields-Esperance,120.26639695747164,-27.18360101215928
E  5302124 ,Goldfields-Esperance,120.04498643370991,-26.16790265338449
E  5302125 ,Goldfields-Esperance,121.30680473329163,-27.143156081280928
E  5302127 ,Goldfields-Esperance,120.90833320463398,-26.616001863829233
E  5302128 ,Goldfields-Esperance,120.93333343661745,-26.591666747449395
E  5302129 ,Goldfields-Esperance,119.92166061367135,-26.73105128708774
E  5302131 ,Goldfields-Esperance,119.9732229919421,-26.655069015607307
E  5302137 ,Goldfields-Esperance,120.97499988166918,-26.408333191692048
E  5302138 ,Goldfields-Esperance,120.02499300831508,-26.32682777498389
E  5302142 ,Goldfields-Esperance,120.06807944997648,-26.11463846386803
E  5302205 ,Goldfields-Esperance,120.84621321396745,-26.984092803832993
P  4702040 ,Pilbara,116.92221018470653,-21.014697680874114
E  5302143 ,Goldfields-Esperance,121.33331809892894,-27.002152213239945
E  5302144 ,Goldfields-Esperance,121.64499983503968,-26.981666758691993
E  5302145 ,Goldfields-Esperance,121.5916666560608,-26.90833332011307
E  5302146 ,Goldfields-Esperance,120.86374053237736,-27.06884759718799
E  5302147 ,Goldfields-Esperance,119.89775068629235,-26.528649837012974
E  5302151 ,Goldfields-Esperance,119.98819380885114,-26.465735493727315
E  5302153 ,Goldfields-Esperance,120.53333200048526,-26.091667529472836
E  5302154 ,Goldfields-Esperance,120.66666642613394,-26.01666648631319
E  5302159 ,Goldfields-Esperance,119.96456104843958,-26.526552385132003
E  5302160 ,Goldfields-Esperance,120.95832173635982,-26.084511241609942
E  5302161 ,Goldfields-Esperance,120.98522110629041,-26.263542472353535
E  5302162 ,Goldfields-Esperance,119.39166642359719,-26.941665827622
E  5302168 ,Goldfields-Esperance,119.40833313324632,-26.84166604724725
E  5302169 ,Goldfields-Esperance,120.30833348517642,-26.616666142551452
E  5302170 ,Goldfields-Esperance,120.47584630193346,-27.076395132618906
E  5302177 ,Goldfields-Esperance,120.82018473065388,-26.025274534003877
P  4702041 ,Pilbara,116.91950981440074,-21.010360103142002
E  5302178 ,Goldfields-Esperance,120.61796268947289,-26.021329895440896
E  5302179 ,Goldfields-Esperance,120.88332490763632,-26.15988441213991
E  5302204 ,Goldfields-Esperance,120.51666108336026,-26.507495721591532
E  5302180 ,Goldfields-Esperance,120.67595259379323,-26.15500191722302
E  5302181 ,Goldfields-Esperance,121.16731294127808,-27.221161111948113
E  5302188 ,Goldfields-Esperance,119.85862263909242,-26.92679561034804
E  5302191 ,Goldfields-Esperance,120.92916512253649,-27.062498327531138
E  5302192 ,Goldfields-Esperance,120.8226168444564,-26.805951994420965
E  5302193 ,Goldfields-Esperance,120.8916664291866,-26.816663540283045
P  4702042 ,Pilbara,116.998698599771,-20.74787611711857
E  5302194 ,Goldfields-Esperance,120.96467543032927,-26.916791679972928
E  5302199 ,Goldfields-Esperance,121.34968246390555,-26.78054972590039
E  5302200 ,Goldfields-Esperance,121.63422535998411,-26.902933904876246
E  5302201 ,Goldfields-Esperance,121.34880758070058,-26.89046568722768
E  5302209 ,Goldfields-Esperance,120.6285005838991,-26.718913456744463
E  5302210 ,Goldfields-Esperance,120.83166213210957,-27.068334769854456
E  5302211 ,Goldfields-Esperance,121.0633457920157,-27.271563766690527
E  5302216 ,Goldfields-Esperance,120.81313214912143,-26.537384676867354
E  5302218 ,Goldfields-Esperance,120.8412542368176,-26.643355685341362
E  5302219 ,Goldfields-Esperance,120.87190286358985,-26.65998573742809
E  5302220 ,Goldfields-Esperance,120.92062099979772,-26.675116386897546
E  5302227 ,Goldfields-Esperance,119.24666043428813,-27.168319596395712
E  5302239 ,Goldfields-Esperance,120.73499942896562,-26.554998847801535
E  5302242 ,Goldfields-Esperance,121.69569898669582,-26.32561548979768
E  5302271 ,Goldfields-Esperance,120.07166740935178,-26.578328195227364
E  5302243 ,Goldfields-Esperance,121.76165953169532,-26.2814239955747
E  5302250 ,Goldfields-Esperance,120.85063959800608,-26.72628205629984
E  5302253 ,Goldfields-Esperance,120.72499999649516,-26.708333231906174
E  5302258 ,Goldfields-Esperance,120.67500880622276,-27.08334668520195
E  5302259 ,Goldfields-Esperance,120.64499622880207,-27.177766139579376
E  5302260 ,Goldfields-Esperance,120.76051988041363,-27.17305138031596
E  5302265 ,Goldfields-Esperance,120.99166658769997,-26.63333261025782
E  5302266 ,Goldfields-Esperance,120.90851527313193,-26.562511659307717
E  5302267 ,Goldfields-Esperance,120.35784771857949,-27.01903183652522
E  5302333 ,Goldfields-Esperance,119.39166652328562,-26.874999284727295
E  5302272 ,Goldfields-Esperance,120.98055457748849,-27.21110754479951
E  5302275 ,Goldfields-Esperance,120.73717451334778,-26.257051607724037
E  5302280 ,Goldfields-Esperance,120.96833189686548,-27.14833248343305
E  5302288 ,Goldfields-Esperance,120.66803467489207,-26.443274837577427
E  5302289 ,Goldfields-Esperance,120.65529744295335,-26.694692418598162
E  5302290 ,Goldfields-Esperance,120.70462333849741,-26.812030133068397
E  5302291 ,Goldfields-Esperance,120.72314597706422,-26.924998657939422
E  5302296 ,Goldfields-Esperance,120.7913816090959,-26.642157252862923
E  5302297 ,Goldfields-Esperance,120.80833323440929,-26.674999833896337
E  5302298 ,Goldfields-Esperance,120.82499991565827,-26.691666543837393
E  5302299 ,Goldfields-Esperance,120.87083330132486,-26.691665510779746
E  5302304 ,Goldfields-Esperance,120.85000015058455,-26.875000126554127
E  5302307 ,Goldfields-Esperance,121.49166972560873,-27.003001621594468
E  5302308 ,Goldfields-Esperance,120.57736488468207,-26.547603645011815
E  5302309 ,Goldfields-Esperance,120.3113610893494,-26.85833285529345
E  5302310 ,Goldfields-Esperance,120.2638886301531,-26.802777608664524
E  5302312 ,Goldfields-Esperance,120.18333245904348,-26.75833312430994
P  4702043 ,Pilbara,117.07036690332946,-20.874564529643596
E  5302313 ,Goldfields-Esperance,120.09333103876203,-26.72277005029991
E  5302314 ,Goldfields-Esperance,120.10831743967947,-26.640832119866708
E  5302316 ,Goldfields-Esperance,120.76666687257811,-26.34999418159936
E  5302317 ,Goldfields-Esperance,120.87499980971015,-26.791664956807118
E  5302318 ,Goldfields-Esperance,120.80166766298333,-26.77166712170916
E  5302321 ,Goldfields-Esperance,119.31071215502256,-27.133321388609005
E  5302332 ,Goldfields-Esperance,119.9249998534639,-26.608333340973044
E  5302337 ,Goldfields-Esperance,119.67333221959964,-26.894526443403322
E  5302338 ,Goldfields-Esperance,120.01136656607306,-27.082319396501486
E  5302339 ,Goldfields-Esperance,120.50681464340849,-27.06742051918494
E  5302340 ,Goldfields-Esperance,119.4249983587074,-27.183331956048185
E  5302342 ,Goldfields-Esperance,119.3583326866004,-27.01666278756293
E  5302343 ,Goldfields-Esperance,119.37499978783347,-26.933331935809115
E  5302344 ,Goldfields-Esperance,119.39166532211041,-26.966018295836168
E  5302345 ,Goldfields-Esperance,119.35833298056382,-26.958332507800687
E  5302347 ,Goldfields-Esperance,120.12500003653362,-26.549999427199474
E  5302348 ,Goldfields-Esperance,120.1416666856176,-26.583332770656423
E  5302349 ,Goldfields-Esperance,120.44807472391346,-27.140383983534914
E  5701169 ,Mid West,119.6416669269017,-29.058328544991323
E  5302352 ,Goldfields-Esperance,120.30714059541323,-26.658329412031723
E  5302353 ,Goldfields-Esperance,120.84325585416848,-26.475795142178313
E  5302354 ,Goldfields-Esperance,121.50499855122764,-26.578330336971625
E  5302355 ,Goldfields-Esperance,121.58611053555066,-26.480555209610543
E  5302356 ,Goldfields-Esperance,121.57499978040865,-26.516665941952308
E  5302357 ,Goldfields-Esperance,120.82082842336389,-26.2041610187189
E  5302358 ,Goldfields-Esperance,121.45091162582766,-26.41349027908578
E  5302359 ,Goldfields-Esperance,121.03749648987578,-26.792700872034366
E  5302361 ,Goldfields-Esperance,121.02533449836325,-27.03598634047999
E  5302364 ,Goldfields-Esperance,121.05207856545074,-27.089577446367855
E  5302365 ,Goldfields-Esperance,119.38333201446453,-27.09166602784424
E  5302366 ,Goldfields-Esperance,119.8980641280117,-26.523710447247492
E  5302367 ,Goldfields-Esperance,119.81874436638756,-27.006249556287333
E  5302368 ,Goldfields-Esperance,120.02917102972398,-26.877085773924374
E  5302369 ,Goldfields-Esperance,119.79832638194301,-26.739994970768716
E  5302370 ,Goldfields-Esperance,119.48333197030605,-27.116665471583257
E  5302371 ,Goldfields-Esperance,121.54166650512933,-26.3583332000466
E  5302372 ,Goldfields-Esperance,120.28928355920564,-26.69880701788785
E  5302373 ,Goldfields-Esperance,120.24166676751616,-26.76666611299599
E  5302374 ,Goldfields-Esperance,120.21981305520362,-26.547413287294965
E  5302375 ,Goldfields-Esperance,120.94166584898318,-26.761113431154595
E  5302376 ,Goldfields-Esperance,120.90833301670278,-26.449996898332625
M  0800129 ,Pilbara,116.1182305096053,-21.16170846445823
E  5701004 ,Mid West,119.49684280787056,-27.35965599008724
E  5701005 ,Mid West,119.58788070481313,-27.415210967277442
E  5701011 ,Mid West,118.75833356284903,-28.808333261780934
E  5701017 ,Mid West,118.60833370439111,-28.47500061563986
E  5701018 ,Mid West,118.82500012023004,-28.683330022792703
E  5701019 ,Mid West,118.801640231493,-28.771466742894063
E  5701023 ,Mid West,118.85582448828742,-28.67139378238611
E  5701025 ,Mid West,119.24166689321225,-27.94166660105682
E  5701026 ,Mid West,119.27510641372446,-27.92415254796923
E  5701027 ,Mid West,118.93125228942482,-28.518748889807814
E  5701057 ,Mid West,119.4499523865948,-27.590586970613753
P  4702044 ,Pilbara,116.99893576716262,-21.034789943621142
E  5701029 ,Mid West,119.34512608712936,-27.983148981113647
E  5701030 ,Mid West,119.27660475393158,-28.0486316084396
E  5701031 ,Mid West,119.4627081615997,-28.10935254942807
E  5701033 ,Mid West,119.43134360306301,-28.150254827800417
E  5701036 ,Mid West,118.98333504993342,-28.274996379217804
E  5701037 ,Mid West,118.91157220729775,-28.59012736229649
E  5701039 ,Mid West,119.37021957285243,-27.421453339293745
E  5701040 ,Mid West,119.38832911097269,-27.351566432494547
E  5701041 ,Mid West,119.22244922222829,-27.56504527169937
E  5701043 ,Mid West,118.96886223780903,-28.58902905501441
E  5701044 ,Mid West,119.27315259585326,-28.13240880176159
E  5701045 ,Mid West,118.81715996362874,-28.869136844948248
E  5701049 ,Mid West,118.64583564250107,-28.668740878965927
E  5701056 ,Mid West,118.64909600664775,-28.638856079720384
E  5701060 ,Mid West,119.54678834107277,-27.312175705333008
E  5701067 ,Mid West,119.45378309252058,-27.685604760814456
E  5701068 ,Mid West,118.94583978561776,-28.37707556568028
E  5701069 ,Mid West,118.9916648739123,-27.21666627083896
E  5701072 ,Mid West,119.3622641473115,-28.024966007410825
E  5701078 ,Mid West,118.83033197241001,-28.95631170572296
E  5701087 ,Mid West,118.82694209993024,-28.831747384363226
E  5701095 ,Mid West,119.59722038429926,-27.544440986696422
E  5701101 ,Mid West,119.52303081172398,-28.041663881846254
